,title,vote_average,vote_count,overview
588,The Insider,7.3,489.0,tell true story minute television series expo tobacco industry seen eye real tobacco executive jeffrey wigand
589,Enter the Dragon,7.3,489.0,martial artist agrees spy reclusive crime lord using invitation tournament cover
590,A Single Man,7.3,475.0,adapted novel name film follows day life george falconer british college professor reeling recent sudden loss longtime partner traumatic event make george challenge live seek console close friend charley struggling question life
591,Spartacus,7.3,472.0,spartacus american historical drama film directed stanley kubrick based novel name howard fast historical life spartacus third servile war film star kirk douglas rebellious slave spartacus lead violent revolt decadent roman empire film awarded four oscar stand today one greatest classic sword sandal genre
592,Bowling for Columbine,7.3,467.0,people die america year hand gun violence talking head yelling every tv camera blame everything satan video game much different many country set u apart become master victim enormous amount violence film gun control film fearful heart soul united state million american lucky enough right constitutionally protected uzi look columbine high school security camera tape home oscar winning nra president charlton heston young man make homemade napalm anarchist cookbook murder six year old girl another six year old bowling columbine journey america past hoping discover pursuit happiness riddled violence
593,The Count of Monte Cristo,7.3,463.0,edmond dant life plan marry beautiful mercedes shattered best friend fernand deceives spending miserable year prison dant escape help fellow inmate plot revenge cleverly insinuating french nobility
594,Justice League: The Flashpoint Paradox,7.3,458.0,time travel allows past wrong righted flash family ripple event prove disastrous fractured alternate reality exists justice league never formed even superman nowhere found teaming grittier violent dark knight cyborg flash race restore continuity original timeline new world ravaged fierce war wonder woman amazon aquaman atlanteans
595,Woman in Gold,7.3,454.0,maria altmann octogenarian jewish refugee take austrian government recover world famous painting aunt plundered nazi world war ii belief rightfully belongs family regain rightfully also obtain measure justice death destruction massive art theft perpetrated nazi
596,La Vie en Rose,7.3,433.0,swirling impressionistic portrait artist regretted nothing writer director olivier dahan la vie en rose star marion cotillard blazing performance legendary french icon edith piaf mean street belleville district paris dazzling limelight new york famous concert hall piaf life constant battle sing survive live love raised grandmother brothel piaf discovered nightclub owner louis leplee gerard depardieu persuaded sing despite extreme nervousness piaf became one france immortal icon voice one indelible signature th century
597,Twin Peaks: Fire Walk with Me,7.3,429.0,questionable town deer meadow washington fbi agent desmond inexplicably disappears hunting man murdered teen girl killer never apprehended experiencing dark vision supernatural encounter agent dale cooper chillingly predicts culprit claim another life meanwhile cozy town twin peak hedonistic beauty laura palmer hang lowlife seems destined grisly fate
598,Volver,7.3,419.0,raimunda pen lope cruz work life madrid husband paco daughter paula sister sole lola due life nearby miss mother irene carmen maura died several year ago house fire along father former neighbor hometown report seen ghost irene daughter believe murder family tragedy irene spirit materializes around daughter help comfort
599,It's Only the End of the World,7.3,411.0,louis terminally ill writer return home long absence tell family dying
600,The Kite Runner,7.3,405.0,spending year california amir return homeland afghanistan help old friend hassan whose son trouble
601,5 Centimeters per Second,7.3,403.0,takaki akari two classmate elementary school time together become close friend relationship tested akari move another city parent job struggle keep friendship alive time distance slowly pull apart takaki find moving away decides visit akari one last time
602,The Bridges of Madison County,7.3,397.0,photographer robert kincaid wanders life housewife francesca johnson four day
603,Frida,7.3,397.0,frida chronicle life frida kahlo shared unflinchingly openly diego rivera young couple took art world storm complex enduring relationship mentor husband illicit controversial affair leon trotsky provocative romantic entanglement woman frida kahlo lived bold uncompromising life political artistic sexual revolutionary
604,Fruitvale Station,7.3,397.0,true story oscar year old bay area resident cross path friend enemy family stranger last day
605,My Cousin Vinny,7.3,393.0,two carefree pal traveling alabama mistakenly arrested charged murder fortunately one cousin lawyer vincent gambini former auto mechanic brooklyn passed bar exam sixth try arrives leather clad girlfriend try first case real shock deep south
606,Heathers,7.3,387.0,girl halfheartedly try part crowd school meet rebel teach devious way play social politics killing popular kid
607,Funny Games,7.3,385.0,two psychotic young men take mother father son hostage vacation cabin force play sadistic game one another amusement
608,Now Is Good,7.3,379.0,girl dying leukemia compiles list thing like passing away topping list desire lose virginity
609,Malcolm X,7.3,377.0,biopic controversial influential black nationalist leader
610,Jacob's Ladder,7.3,376.0,traumatized vietnam war veteran find post war life belief attacked horned creature subway dead son come visit
611,Frances Ha,7.3,358.0,aspiring dancer move new york city becomes caught whirlwind flighty fair weather friend diminishing fortune career setback
612,Dead Man Walking,7.3,350.0,justice drama based true story man death row last day form strong relationship nun teach forgiveness give spirituality accompanies execution susan sarandon oscar best female actress convincing portrayal sister helen prejean
613,Detachment,7.3,343.0,chronicle three week life several high school teacher administrator student eye substitute teacher henry barthes henry roams school school imparting mode knowledge never staying long enough form semblance sentient attachment
614,Patton,7.3,327.0,patton tell tale general george patton famous tank commander world war ii film begin patton career north africa progress invasion germany fall third reich side plot also speak patton numerous fault temper habit towards insubordination
615,The Day the Earth Stood Still,7.3,323.0,alien robot land earth world war ii tell mankind peaceful face destruction classic science fiction film robert wise exceptional message
616,Y Tu Mamá También,7.3,321.0,mexico two teenage boy attractive older woman embark road trip learn thing two life friendship sex
617,Blood Simple,7.3,308.0,owner seedy small town texas bar discovers one employee affair wife chaotic chain misunderstanding lie mischief ensues devise plot murdered
618,Sympathy for Mr. Vengeance,7.3,302.0,story ryu deaf man sister requires kidney transplant ryu bos park laid order afford transplant ryu girlfriend develop plan kidnap park daughter thing go horribly wrong situation spiral rapidly cycle violence revenge
619,Avatar,7.2,12114.0,nd century paraplegic marine dispatched moon pandora unique mission becomes torn following order protecting alien civilization
620,The Hangover,7.2,6324.0,three friend finally come raucous night bachelor party revelry find baby closet tiger bathroom seem locate best friend doug supposed tying knot launching frantic search doug trio perseveres nasty hangover try make church time
621,Life of Pi,7.2,5912.0,story indian boy named pi zookeeper son find company hyena zebra orangutan bengal tiger shipwreck set adrift pacific ocean
622,Arrival,7.2,5729.0,taking place alien craft land around world expert linguist recruited military determine whether come peace threat
623,Fantastic Beasts and Where to Find Them,7.2,5612.0,newt scamander arrives magical congress united state america magically expanded briefcase house number dangerous creature habitat creature escape briefcase sends american wizarding authority newt threatens strain even state magical non magical relation
624,Taken,7.2,4444.0,vacationing friend paris american girl kidnapped gang human trafficker intent selling forced prostitution working clock ex spy father must pull stop save best year possibly behind job may handle
625,Zombieland,7.2,3655.0,columbus made habit running scare tallahassee fear kick ever living as world overrun zombie two perfectly evolved survivor stare terrifying prospect
626,(500) Days of Summer,7.2,2993.0,tom joseph gordon levitt greeting card writer hopeless romantic caught completely guard girlfriend summer zooey deschanel suddenly dump reflects day together try figure love affair went sour tom rediscovers true passion life
627,Get Out,7.2,2978.0,chris girlfriend rose go upstate visit parent weekend first chris read family overly accommodating behavior nervous attempt deal daughter interracial relationship weekend progress series increasingly disturbing discovery lead truth never could imagined
628,The Bourne Supremacy,7.2,2873.0,cia operation purchase classified russian document blown rival agent show sleepy seaside village bourne marie living pair run life bourne promised retaliation anyone former life attempt contact forced take life trained assassin survive
629,Sin City,7.2,2755.0,welcome sin city town beckons tough corrupt brokenhearted call dark hard boiled call home crooked cop sexy dame desperate vigilante seeking revenge others lust redemption hoping little universe unlikely reluctant hero still trying right thing city refuse care
630,Bridge of Spies,7.2,2633.0,cold war soviet union capture u pilot francis gary power shooting u spy plane sentenced year prison power hope new york lawyer james donovan recruited cia operative negotiate release donovan board plane berlin hoping win young man freedom prisoner exchange go well russian would get rudolf abel convicted spy donovan defended court
631,Sicario,7.2,2465.0,young female fbi agent join secret cia operation take mexican cartel bos job end pushing ethical moral value limit
632,Saw,7.2,2255.0,obsessed teaching victim value life deranged sadistic serial killer abducts morally wayward captured must face impossible choice horrific game survival victim must fight win life back die trying
633,Scott Pilgrim vs. the World,7.2,2185.0,scott pilgrim film adaptation critically acclaimed award winning series graphic novel name canadian cartoonist bryan lee malley scott pilgrim year old canadian slacker wannabe rockstar fall love american delivery girl ramona v flower must defeat seven evil ex able date
634,Baby Driver,7.2,2083.0,coerced working crime bos young getaway driver find taking part heist doomed fail
635,Nocturnal Animals,7.2,1990.0,susan morrow receives book manuscript ex husband man left year earlier asking opinion writing read drawn fictional life tony hastings mathematics professor whose family vacation turn violent
636,Corpse Bride,7.2,1957.0,set th century european village stop motion animation feature follows story victor young man whisked away underworld wed mysterious corpse bride real bride victoria wait bereft land living
637,The Little Mermaid,7.2,1921.0,colorful adventure tell story impetuous mermaid princess named ariel fall love human prince eric put everything line chance memorable song character including villainous sea witch ursula
638,The Hurt Locker,7.2,1881.0,forced play dangerous game cat mouse chaos war elite army bomb squad unit must come together city everyone potential enemy every object could deadly bomb
639,Black Hawk Down,7.2,1832.0,u ranger elite delta force team attempt kidnap two underling somali warlord black hawk helicopter shot american suffer heavy casualty facing intense fighting militia ground
640,Grease,7.2,1633.0,australian good girl sandy greaser danny fell love summer unexpectedly discover high school able rekindle romance despite eccentric friend
641,The Blind Side,7.2,1626.0,oversized african american michael oher teen across track broken home nowhere sleep age taken affluent memphis couple michael embarks remarkable rise play nfl
642,Interview with the Vampire,7.2,1558.0,vampire relates epic life story love betrayal loneliness dark hunger curious reporter
643,The Emperor's New Groove,7.2,1544.0,kuzco self centered emperor summons pacha village tell home destroyed make room kuzco new summer home kuzco advisor yzma try poison kuzco accidentally turn llama accidentally end pacha village pacha offer help kuzco destroy house form unlikely partnership
644,First Blood,7.2,1523.0,former green beret john rambo harassed local law enforcement arrested vagrancy vietnam vet snap run hill rat tat tat way action movie hall fame hounded relentless sheriff rambo employ heavy handed guerilla tactic shake cop tail
645,Law Abiding Citizen,7.2,1522.0,frustrated man decides take justice hand plea bargain set one family killer free target killer also district attorney others involved deal
646,The Fighter,7.2,1512.0,fighter drama boxer irish micky ward unlikely road world light welterweight title rocky like rise shepherded half brother dicky boxer turned trainer rebounded life nearly ko drug crime
647,The Lego Batman Movie,7.2,1473.0,irreverent spirit fun made lego movie worldwide phenomenon self described leading man ensemble lego batman star big screen adventure big change brewing gotham want save city joker hostile takeover batman may drop lone vigilante thing try work others maybe maybe learn lighten
648,Who Framed Roger Rabbit,7.2,1466.0,toon star roger worried wife jessica playing pattycake someone else studio hire detective eddie valiant snoop stake quickly raised marvin acme found dead roger prime suspect
649,The Judge,7.2,1433.0,successful lawyer return hometown mother funeral discover estranged father town judge suspected murder
650,The Devil's Advocate,7.2,1414.0,hotshot lawyer get bargained learns new bos lucifer
651,Contact,7.2,1338.0,contact science fiction film encounter alien intelligence based novel carl sagan film starred jodie foster one chosen scientist must make difficult decision belief truth reality
652,Fear and Loathing in Las Vegas,7.2,1321.0,hallucinogenic misadventure sportswriter raoul duke samoan lawyer dr gonzo three day romp los angeles la vega motoring across mojave desert way sin city duke purple haze passenger ingest cornucopia drug ranging acid ether
653,Hell or High Water,7.2,1304.0,divorced dad ex con brother resort desperate scheme order save family farm west texas
654,Finding Neverland,7.2,1269.0,finding neverland amusing drama story peter pan neverland came writing slump play writer j barrie meet widowed sylvia three child soon become important part barrie life inspiration lead create masterpiece peter pan
655,The Fugitive,7.2,1240.0,wrongfully accused murdering wife richard kimble escape law attempt find killer clear name pursuing team u marshal led deputy samuel gerard determined detective rest richard captured richard lead team series intricate chase discovers secret behind wife death struggle expose killer late
656,Brooklyn,7.2,1235.0,ireland new york young elli lacey choose two men two country
657,Stardust,7.2,1215.0,countryside town bordering magical land young man make promise beloved retrieve fallen star venturing magical realm journey take world beyond wildest dream reveals true identity
658,A Nightmare on Elm Street,7.2,1212.0,teenager small town dropping like fly apparently grip mass hysteria causing suicide cop daughter nancy thompson heather langenkamp trace cause child molester fred krueger robert englund burned alive angry parent many year krueger come back dream killer child claiming life revenge nancy boyfriend glen johnny depp must devise plan lure monster realm nightmare real world
659,Chef,7.2,1203.0,chef carl casper suddenly quits job prominent los angeles restaurant refusing compromise creative integrity controlling owner left figure next finding miami team ex wife friend son launch food truck taking road chef carl go back root reignite passion kitchen zest life love
660,End of Watch,7.2,1186.0,two young officer marked death confiscating small cache money firearm member notorious cartel routine traffic stop
661,Match Point,7.2,1134.0,match point woody allen satire british high society ambition young tennis instructor enter yet must decide two woman one assuring place high society would bring far palm start sweat dark psychological match head begin
662,The Butler,7.2,1134.0,look life cecil gaines served eight president white house head butler unique front row seat political racial history made
663,Close Encounters of the Third Kind,7.2,1122.0,encounter ufo line worker feel undeniably drawn isolated area wilderness something spectacular happen
664,Blue Is the Warmest Color,7.2,1114.0,adele life changed meet emma young woman blue hair allow discover desire assert woman adult front others adele grows seek loses find
665,Gone Baby Gone,7.2,1034.0,year old amanda mccready disappears home police make little headway solving case girl aunt beatrice mccready hire two private detective patrick kenzie angie gennaro detective freely admit little experience type case family want two reason cop know tough neighborhood live case progress kenzie gennaro face drug dealer gang pedophile solve case faced moral dilemma tear apart
666,Enemy at the Gates,7.2,1023.0,enemy gate war film jean jacques annaud take place battle stalingard world war ii russian german
667,Goldfinger,7.2,1005.0,special agent sean connery come face face one notorious villain time must outwit outgun powerful tycoon prevent cashing devious scheme raid fort knox obliterate world economy
668,Treasure Planet,7.2,980.0,space galleon cabin boy jim hawkins discovers map intergalactic loot thousand world cyborg cook named john silver teach battle supernova space storm soon jim realizes silver pirate intent mutiny
669,The Hunt for Red October,7.2,971.0,new soviet nuclear missile sub boomer heading maiden voyage tracked los angeles class american submarine suddenly go silent disappears focus attention u intelligence u navy russian sub commander determined silent soviet boomer may headed american coastal water panic ensues cia analyst jack ryan convinces brass boomer commander may intend something nuclear first strike mind perilous tense cat mouse game ensues
670,"Crouching Tiger, Hidden Dragon",7.2,949.0,two warrior pursuit stolen sword notorious fugitive led impetuous physically skilled teenage nobleman daughter crossroad life
671,As Good as It Gets,7.2,946.0,new york city melvin udall cranky bigoted obsessive compulsive writer find life turned upside neighboring gay artist simon hospitalized dog entrusted melvin addition carol waitress tolerate must leave work care sick son making impossible melvin eat breakfast
672,21 Grams,7.2,943.0,story three gentle person paul river ailing mathematician lovelessly married english migr christina peck upper middle class suburban housewife happily married mother two little girl jack jordan ex convict found christian faith strength raise family brought together terrible accident change life final frame none learn harsh truth love faith courage desire guilt chance change world irretrievably forever
673,Kiss Kiss Bang Bang,7.2,900.0,petty thief posing actor brought los angeles unlikely audition find middle murder investigation along high school dream girl detective training upcoming role
674,Eastern Promises,7.2,867.0,russian teenager living london dy childbirth leaf clue midwife journal could tie child rape involving violent russian mob family
675,The Boondock Saints,7.2,848.0,god inspired moral obligation act evil twin brother conner murphy set rid boston criminal however rather working within system irish american decide take swift retribution hand
676,Inside Llewyn Davis,7.2,845.0,greenwich village early gifted volatile folk musician llewyn davis struggle money relationship uncertain future following suicide singing partner
677,Kung Fu Hustle,7.2,841.0,set canton china story revolves town ruled axe gang sing desperately want become member stumble slum ruled eccentric landlord turn greatest kung fu master disguise sing action eventually cause axe gang slumlords engage explosive kung fu battle one side win one hero emerge greatest kung fu master
678,Dark City,7.2,838.0,man struggle memory past including wife cannot remember nightmarish world sun run being telekinetic power seek soul human
679,Falling Down,7.2,837.0,day daughter birthday william fen foster trying get home estranged ex wife see daughter car break leaf car traffic jam los angeles decides walk go convenience store try get change phone call korean owner oblige tipping foster edge unstable foster frustrated various flaw see society begin psychotically violently lash
680,The Reader,7.2,835.0,story michael berg german lawyer teenager late affair older woman hanna disappeared resurface year later one defendant war crime trial stemming action concentration camp guard late war alone realizes hanna illiterate may concealing fact expense freedom
681,Fantasia,7.2,831.0,walt disney timeless masterpiece extravaganza sight sound see music come life hear picture burst song experience excitement fantasia
682,August Rush,7.2,821.0,drama fairy tale element orphaned musical prodigy us gift clue finding birth parent
683,The Thin Red Line,7.2,793.0,based graphic novel james jones thin red line tell story group men army rifle company called c charlie change suffer ultimately make essential discovery fierce world war ii battle guadalcanal follows journey surprise unopposed landing bloody exhausting battle follow ultimate departure survived powerful frontline cast including sean penn nick nolte woody harrelson george clooney explodes action hauntingly realistic view military moral chaos pacific world war ii
684,Asterix & Obelix: Mission Cleopatra,7.2,782.0,egyptian queen cleopatra bet roman emperor julius caesar people still great even time pharaoh long passed vow logic build new palace caesar within three month since architect either busy otherwise conservative style ambivalent honor fall edifis build palace covered gold fate eaten crocodile edifis call upon old friend help fabulous druid getafix gaul brew fantastic potion give supernatural strength order help protect old druid asterix obelix accompany journey egypt julius caesar get wind project succeeding building site attacked troop order win bet lose face like local pirate counted asterix obelix
685,The Best of Me,7.2,777.0,pair former high school sweetheart reunite many year return visit small hometown
686,Thelma & Louise,7.2,766.0,whilst short weekend getaway louise shoot man tried rape thelma due incriminating circumstance make run thus cross country chase ensues two fugitive along way woman rediscover strength friendship surprising aspect personality self strength trying time
687,The Name of the Rose,7.2,739.0,th century franciscan monk william baskerville young novice arrive conference find several monk murdered mysterious circumstance solve crime william must rise church authority fight shadowy conspiracy monastery monk using intelligence considerable
688,Dope,7.2,698.0,malcolm carefully surviving life tough neighborhood los angeles juggling college application academic interview sat chance invitation underground party lead adventure could allow go geek dope ultimately
689,Ip Man 2,7.2,684.0,defeated best fighter imperial japanese army occupied shanghai ip man family settle post war hong kong struggling make living master ip open kung fu school bring celebrated art wing chun troubled youth hong kong growing reputation soon brings challenge powerful enemy including pre eminent hung gar master hung quan however corrupt colonial official stage life death contest formidable british boxer twister humiliate chinese people master quickly forget difference soon eye nation one man capable securing victory grandmaster ip man
690,Eddie the Eagle,7.2,682.0,inspired true event eddie eagle feel good story michael eddie edward taron egerton unlikely courageous british ski jumper never stopped believing even entire nation counting help rebellious charismatic coach played hugh jackman eddie take establishment win heart sport fan around world making improbable historic showing calgary winter olympics
691,The Dreamers,7.2,680.0,young american studying paris strike friendship french brother sister set background paris student riot
692,The Boat That Rocked,7.2,678.0,boat rocked ensemble comedy romance young people pop music band dj captivate britain playing music defines generation standing government wanted control popular culture via british broadcasting corporation loosely based event britain labour government harold wilson wanted bring pirate station control enough see passage marine broadcasting offence act august
693,Run Lola Run,7.2,672.0,lola receives phone call boyfriend manni lost dm subway train belongs bad guy minute raise amount meet manni otherwise rob store get money three different alternative may happen depending minor event along lola run
694,Coherence,7.2,653.0,night comet passing near earth eight friend dinner party experience troubling chain reality bending event power go discover house street left power also hold many secret
695,25th Hour,7.2,640.0,filmed adaptation david benioff novel name set new york convicted drug dealer named monty one day left freedom sent prison anger blame frustration betrayal guilt loneliness theme last day friend family party saying goodbye setting thing straight spike lee joint
696,Legends of the Fall,7.2,636.0,epic tale three brother father living remote wilderness usa life affected nature history war love
697,Blazing Saddles,7.2,619.0,town everyone seems named johnson way railroad order grab land hedley lemar politically connected nasty person sends henchman make town unlivable sheriff killed town demand new sheriff governor hedley convinces send town first black sheriff west
698,Only Lovers Left Alive,7.2,585.0,around century living modern age vampire adam rockstar cannot grow accustomed new modern world new technology life detroit wife eve life tangier flourishing new world sens adam depression society get plane go see shortly eve get little sister ava show year disrupts couple idyll reunion
699,An American Werewolf in London,7.2,571.0,two american tourist england attacked werewolf none local admit exists
700,The Space Between Us,7.2,564.0,young man raised scientist mar return earth find father
701,Letters from Iwo Jima,7.2,553.0,story battle iwo jima united state imperial japan world war ii told perspective japanese fought
702,Raising Arizona,7.2,548.0,coen brother tell story absurd yet likable family unproductive couple focal point couple gotten trouble kidnapping baby give hollywood one memorable chase scene date
703,I Am Sam,7.2,542.0,sam mental capacity year old daughter homeless woman abandon leave hospital leaving sam raise lucy lucy grows sam limitation start become problem authority take away sam shame high priced lawyer rita taking case pro bono turn teach value love family
704,The Meaning of Life,7.2,506.0,life question answered series outrageous vignette beginning staid london insurance company transforms eye pirate ship national health doctor try claim healthy liver still living donor world voracious glutton brings art vomiting new height spectacular demise
705,The Omen,7.2,485.0,immediately miscarriage u diplomat robert thorn adopts newborn damien without knowledge wife yet know new son son devil classic horror film gregory peck
706,Ray,7.2,481.0,born sharecropping plantation northern florida ray charles went blind seven inspired fiercely independent mom insisted make way found calling gift behind piano keyboard touring across southern musical circuit soulful singer gained reputation exploded worldwide fame pioneered couping gospel country together
707,The Basketball Diaries,7.2,472.0,film adaptation street tough jim carroll epistle kaleidoscopic free fall harrowing world drug addiction
708,Deliverance,7.2,441.0,intent seeing cahulawassee river turned one huge lake outdoor fanatic lewis medlock take friend river rafting trip never forget dangerous american back country
709,What's in a Name,7.2,433.0,vincent wealthy real estate agent invited dinner sister elizabeth husband peter professor paris claude childhood friend trombonist symphony orchestra also present vincent brings news prenatal examination wife anna unborn son name chosen soon parent strongly offends others many reason dispute guest quickly escalates long resurgence old grudge hidden secret unavoidable
710,Headhunters,7.2,404.0,accomplished headhunter risk everything obtain valuable painting owned former mercenary
711,The Hurricane,7.2,401.0,story rubin hurricane carter boxer wrongly imprisoned murder people aided fight prove innocence
712,Dead Man,7.2,397.0,run murdering man accountant william blake encounter strange north american man named nobody prepares journey spiritual world
713,Enter the Void,7.2,397.0,psychedelic tour life death seen entirely point view oscar nathaniel brown young american drug dealer addict living tokyo prostitute sister linda paz de la huerta oscar killed police bust gone bad spirit journey past see parent death present witness autopsy future look sister beyond grave
714,A Perfect World,7.2,376.0,kidnapped boy strike friendship captor escaped convict run law headed honorable u marshal
715,Duel,7.2,374.0,travelling businessman david mann anger driver rusty tanker whilst crossing californian desert simple trip turn deadly mann struggle stay road tanker play cat mouse life
716,The Physician,7.2,365.0,story rob cole boy left penniless orphan th century english mining town mother dy mysterious illness vowing become physician vanquish death travel isfahan persia study medicine great ibn sina countless ordeal challenge making many sacrifice along way struggle unwaveringly unflagging quest knowledge lead blossoming friendship true love
717,Sense and Sensibility,7.2,364.0,rich mr dashwood dy leaving second wife daughter poor rule inheritance two daughter titular opposite
718,The Cat Returns,7.2,364.0,haru schoolgirl bored ordinary routine save life unusual cat suddenly world transformed beyond anything ever imagined cat king reward good deed flurry present including shocking proposal marriage son haru embarks unexpected journey kingdom cat eye opened whole world
719,How the Grinch Stole Christmas!,7.2,364.0,bitter hateful grinch irritated thought nearby village happy time celebrating christmas disguised santa claus dog made look like reindeer raid village steal christmas thing village sure sad christmas year
720,Following,7.2,363.0,struggling unemployed young writer take following stranger around street london ostensibly find inspiration new novel
721,Boys Don't Cry,7.2,360.0,female born teena brandon adopts male identity brandon teena attempt find love nebraska
722,Mean Streets,7.2,359.0,small time hood must choose among love friendship chance rise within mob
723,Elizabeth,7.2,346.0,story ascension throne early reign queen elizabeth first endless attempt council marry catholic hatred romance lord robert dudley
724,The Fisher King,7.2,346.0,two troubled men face terrible destiny event past join together mission find holy grail thus save
725,"OSS 117: Cairo, Nest of Spies",7.2,342.0,secret agent os foil nazi bed local beauty brings peace middle east
726,Frost/Nixon,7.2,333.0,three year forced office nixon remained silent summer steely cunning former commander chief agreed sit one inclusive interview confront question time office watergate scandal ended presidency nixon surprised everyone selecting frost televised confessor intending easily outfox breezy british showman secure place heart mind american likewise frost team harboured doubt bos ability hold camera rolled charged battle wit resulted
727,Miss Sloane,7.2,317.0,ambitious lobbyist face powerful gun lobby attempt pas gun control legislation
728,The Man Who Knew Infinity,7.2,314.0,growing poor madras india srinivasa ramanujan iyengar earns admittance cambridge university wwi becomes pioneer mathematical theory guidance professor g h hardy
729,Ghost Dog: The Way of the Samurai,7.2,306.0,african american mafia hit man model samurai old find targeted death mob
730,Captain America: Civil War,7.1,7462.0,following event age ultron collective government world pas act designed regulate superhuman activity polarizes opinion amongst avenger causing two faction side iron man captain america cause epic battle former ally
731,Despicable Me,7.1,6595.0,villainous gru life reputation despicable deplorable downright unlikable guy hatch plan steal moon sky tough time staying task three orphan land care
732,X-Men: First Class,7.1,5252.0,charles xavier erik lensherr took name professor x magneto two young men discovering power first time arch enemy closest friend working together mutant familiar new stop greatest threat world ever known
733,The Hobbit: The Battle of the Five Armies,7.1,4884.0,immediately event desolation smaug bilbo dwarf try defend erebor mountain treasure others claim men ruined laketown elf mirkwood meanwhile army orcs led azog defiler marching erebor fueled rise dark lord sauron dwarf elf men must unite hope middle earth fall bilbo hand
734,Kick-Ass,7.1,4747.0,dave lizewski unnoticed high school student comic book fan one day decides become super hero even though power training meaningful reason
735,Wreck-It Ralph,7.1,4656.0,wreck ralph foot tall pound villain arcade video game named fix felix jr game titular hero fix building ralph destroys wanting prove good guy villain ralph escape game land hero duty first person shooter help game hero battle alien invader later enters sugar rush kart racing game set track made candy cooky sweet ralph meet vanellope von schweetz learned game faced dire threat could affect entire arcade one ralph may inadvertently started
736,Star Wars: Episode III - Revenge of the Sith,7.1,4200.0,year onset clone war noble jedi knight lead massive clone army galaxy wide battle separatist sinister sith unveil thousand year old plot rule galaxy republic crumbles ash rise evil galactic empire jedi hero anakin skywalker seduced dark side force become emperor new apprentice darth vader jedi decimated obi wan kenobi jedi master yoda forced hiding hope galaxy anakin offspring twin child born secrecy grow become hero
737,Ice Age,7.1,3954.0,impending ice age almost upon mismatched trio prehistoric critter manny woolly mammoth diego saber toothed tiger sid giant sloth find orphaned infant decide return human parent along way unlikely ally become friend enemy attack quest take far nobler aim
738,Limitless,7.1,3888.0,paranoia fueled action thriller unsuccessful writer whose life transformed top secret smart drug allows use brain become perfect version enhanced ability soon attract shadowy force threaten new life darkly comic provocative film
739,The Social Network,7.1,3492.0,fall night harvard undergrad computer programming genius mark zuckerberg sits computer heatedly begin working new idea fury blogging programming begin dorm room small site among friend soon becomes global social network revolution communication mere six year million friend later mark zuckerberg youngest billionaire history entrepreneur success lead personal legal complication
740,Argo,7.1,3473.0,iranian revolution reach boiling point cia exfiltration specialist concocts risky plan free six american found shelter home canadian ambassador
741,Mission: Impossible - Rogue Nation,7.1,3274.0,ethan team take impossible mission yet eradicating syndicate international rogue organization highly skilled committed destroying imf
742,The Equalizer,7.1,2997.0,equalizer denzel washington play mccall man belief put mysterious past behind dedicated beginning new quiet life mccall meet teri chlo grace moretz young girl control ultra violent russian gangster stand idly help armed hidden skill allow serve vengeance anyone would brutalize helpless mccall come self imposed retirement find desire justice reawakened someone problem odds stacked nowhere else turn mccall help equalizer
743,Back to the Future Part III,7.1,2978.0,final installment back future trilogy find marty digging trusty delorean mineshaft looking doc wild west time machine break traveler stranded land spur problem arise doc fall pretty schoolteacher clara clayton marty tangle buford tannen
744,Indiana Jones and the Temple of Doom,7.1,2841.0,arriving india indiana jones asked desperate village find mystical stone agrees stumble upon secret cult plotting terrible plan catacomb ancient palace
745,Source Code,7.1,2752.0,decorated soldier captain colter stevens wake body unknown man discovering involved mission find bomber chicago commuter train learns part top secret experimental program enables experience final minute another person life colter life train incident gathering clue time discover responsible attack next one happens
746,Minority Report,7.1,2663.0,john anderton top precrime cop late st century technology predict crime committed anderton becomes quarry another investigator target murder charge
747,Fast Five,7.1,2491.0,former cop brian conner partner ex con dom toretto opposite side law since brian mia toretto broke dom custody blown across many border elude authority backed corner rio de janeiro must pull one last job order gain freedom
748,Home Alone,7.1,2487.0,eight year old kevin mccallister make situation family unwittingly leaf behind go christmas vacation pair bungling burglar set sight kevin house plucky kid stand ready defend territory planting booby trap galore adorably mischievous kevin stand ground frantic mother attempt race home
749,The Man from U.N.C.L.E.,7.1,2306.0,height cold war mysterious criminal organization plan use nuclear weapon technology upset fragile balance power united state soviet union cia agent napoleon solo kgb agent illya kuryakin forced put aside hostility work together stop evildoer track duo lead daughter missing german scientist must find soon prevent global catastrophe
750,Nerve,7.1,2262.0,industrious high school senior vee delmonico living life sideline pressured friend join popular online game nerve vee decides sign one dare seems like harmless fun find caught thrill adrenaline fueled competition partnered mysterious stranger game begin take sinister turn increasingly dangerous act leading high stake finale determine entire future
751,Rise of the Guardians,7.1,1981.0,evil spirit known pitch lay gauntlet take world immortal guardian must join force first time protect hope belief imagination child world
752,The Terminal,7.1,1974.0,viktor navorski man without country plane took coup etat exploded homeland leaving shamble stranded kennedy airport holding passport nobody recognizes quarantined transit lounge authority figure viktor simply go living court romance beautiful flight attendant
753,Gangs of New York,7.1,1964.0,america born street amsterdam vallon return five point america seek vengeance psychotic gangland kingpin bill butcher murdered father year earlier eager pickpocket side whole new army vallon fight way seek vengeance butcher restore peace area
754,28 Days Later,7.1,1816.0,twenty eight day killer virus accidentally unleashed british research facility small group london survivor caught desperate struggle protect infected carried animal human virus turn infects homicidal maniac absolutely impossible contain
